"","actor_name","http_link"
"1","A. K. Hangal","https://en.wikipedia.org//wiki/A._K._Hangal"
"2","Aadhi","https://en.wikipedia.org//wiki/Aadhi_(actor)"
"3","Aadi Pudipeddi","https://en.wikipedia.org//wiki/Aadi_(Telugu_actor)"
"4","Aamir Khan","https://en.wikipedia.org//wiki/Aamir_Khan"
"5","Aashish Chaudhary","https://en.wikipedia.org//wiki/Aashish_Chaudhary"
"6","Abbas","https://en.wikipedia.org//wiki/Abbas_(actor)"
"7","Abhay Deol","https://en.wikipedia.org//wiki/Abhay_Deol"
"8","Abhijeeth","https://en.wikipedia.org//wiki/Abhijeeth"
"9","Abhishek Bachchan","https://en.wikipedia.org//wiki/Abhishek_Bachchan"
"10","Abhimanyu Singh","https://en.wikipedia.org//wiki/Abhimanyu_Singh"
"11","Abijeet Duddala","https://en.wikipedia.org//wiki/Abijeet_Duddala"
"12","Achyuth Kumar","https://en.wikipedia.org//wiki/Achyuth_Kumar"
"13","Adharvaa","https://en.wikipedia.org//wiki/Adharvaa"
"14","Adhyayan Suman","https://en.wikipedia.org//wiki/Adhyayan_Suman"
"15","Adil Hussain","https://en.wikipedia.org//wiki/Adil_Hussain"
"16","Adithya Menon","https://en.wikipedia.org//wiki/Adithya"
"17","Aditya Babu","https://en.wikipedia.org//wiki/Aditya_Babu"
"18","Aditya Pancholi","https://en.wikipedia.org//wiki/Aditya_Pancholi"
"19","Aditya Roy Kapur","https://en.wikipedia.org//wiki/Aditya_Roy_Kapur"
"20","Adoor Bhasi","https://en.wikipedia.org//wiki/Adoor_Bhasi"
"21","Aftab Shivdasani","https://en.wikipedia.org//wiki/Aftab_Shivdasani"
"22","Ahuti Prasad","https://en.wikipedia.org//wiki/Ahuti_Prasad"
"23","Ajay Devgan","https://en.wikipedia.org//wiki/Ajay_Devgan"
"24","Ajay Sinh Rathod","https://en.wikipedia.org//wiki/Ajay_Sinh_Rathod"
"25","Ajay Rao","https://en.wikipedia.org//wiki/Ajay_Rao"
"26","Ajaz Khan","https://en.wikipedia.org//wiki/Ajaz_Khan"
"27","Ajinkya Dev","https://en.wikipedia.org//wiki/Ajinkya_Dev"
"28","Ajit Khan","https://en.wikipedia.org//wiki/Ajit_Khan"
"29","Ajith Kumar","https://en.wikipedia.org//wiki/Ajith_Kumar"
"30","Ajmal Ameer","https://en.wikipedia.org//wiki/Ajmal_Ameer"
"31","Aju Varghese","https://en.wikipedia.org//wiki/Aju_Varghese"
"32","Akshay Anand","https://en.wikipedia.org//wiki/Akshay_Anand"
"33","Akshay Kumar","https://en.wikipedia.org//wiki/Akshay_Kumar"
"34","Akshaye Khanna","https://en.wikipedia.org//wiki/Akshaye_Khanna"
"35","Akul Balaji","https://en.wikipedia.org//wiki/Akul_Balaji"
"36","Ali Basha","https://en.wikipedia.org//wiki/Ali_(actor)"
"37","Allari Naresh","https://en.wikipedia.org//wiki/Allari_Naresh"
"38","Allu Arjun","https://en.wikipedia.org//wiki/Allu_Arjun"
"39","Allu Sirish","https://en.wikipedia.org//wiki/Allu_Sirish"
"40","Alok Nath","https://en.wikipedia.org//wiki/Alok_Nath"
"41","Amar Talwar","https://en.wikipedia.org//wiki/Amar_Talwar"
"42","Ambareesh","https://en.wikipedia.org//wiki/Ambareesh"
"43","Amitabh Bachchan","https://en.wikipedia.org//wiki/Amitabh_Bachchan"
"44","Amjad Khan","https://en.wikipedia.org//wiki/Amjad_Khan_(actor)"
"45","Amol Palekar","https://en.wikipedia.org//wiki/Amol_Palekar"
"46","Amrish Puri","https://en.wikipedia.org//wiki/Amrish_Puri"
"47","Ananth Nag","https://en.wikipedia.org//wiki/Ananth_Nag"
"48","Anil Kapoor","https://en.wikipedia.org//wiki/Anil_Kapoor"
"49","Anjan Srivastav","https://en.wikipedia.org//wiki/Anjan_Srivastav"
"50","Ankush Hazra","https://en.wikipedia.org//wiki/Ankush_Hazra"
"51","Annu Kapoor","https://en.wikipedia.org//wiki/Annu_Kapoor"
"52","Anoop Kumar","https://en.wikipedia.org//wiki/Anoop_Kumar"
"53","Anoop Menon","https://en.wikipedia.org//wiki/Anoop_Menon"
"54","Anubhav Mohanty","https://en.wikipedia.org//wiki/Anubhav_Mohanty"
"55","Anuj Gurwara","https://en.wikipedia.org//wiki/Anuj_Gurwara"
"56","Anupam Kher","https://en.wikipedia.org//wiki/Anupam_Kher"
"57","Aravind Akash","https://en.wikipedia.org//wiki/Aravind_Akash"
"58","Arbaaz Khan","https://en.wikipedia.org//wiki/Arbaaz_Khan_(Indian_actor)"
"59","Arif Zakaria","https://en.wikipedia.org//wiki/Arif_Zakaria"
"60","Arjun Kapoor","https://en.wikipedia.org//wiki/Arjun_Kapoor"
"61","Arjun Mathur","https://en.wikipedia.org//wiki/Arjun_Mathur"
"62","Arjun Rampal","https://en.wikipedia.org//wiki/Arjun_Rampal"
"63","Arjun Sarja","https://en.wikipedia.org//wiki/Arjun_Sarja"
"64","Arshad Warsi","https://en.wikipedia.org//wiki/Arshad_Warsi"
"65","Arun Sarnaik","https://en.wikipedia.org//wiki/Arun_Sarnaik"
"66","Arunoday Singh","https://en.wikipedia.org//wiki/Arunoday_Singh"
"67","Arvind Krishna","https://en.wikipedia.org//wiki/Arvind_Krishna"
"68","Arvind Swamy","https://en.wikipedia.org//wiki/Arvind_Swamy"
"69","Arya Babbar","https://en.wikipedia.org//wiki/Arya_Babbar"
"70","Arya Cethirakath","https://en.wikipedia.org//wiki/Arya_(actor)"
"71","Asif Ali","https://en.wikipedia.org//wiki/Asif_Ali_(actor)"
"72","Ashish Vidyarthi","https://en.wikipedia.org//wiki/Ashish_Vidyarthi"
"73","Ashok","https://en.wikipedia.org//wiki/Ashok_(Kannada_actor)"
"74","Ashok Kumar","https://en.wikipedia.org//wiki/Ashok_Kumar"
"75","Ashwath","https://en.wikipedia.org//wiki/K._S._Ashwath"
"76","Asrani","https://en.wikipedia.org//wiki/Asrani"
"77","Ashok Saraf","https://en.wikipedia.org//wiki/Ashok_Saraf"
"78","Ashok Selvan","https://en.wikipedia.org//wiki/Ashok_Selvan"
"79","Atul Agnihotri","https://en.wikipedia.org//wiki/Atul_Agnihotri"
"80","Atul Kulkarni","https://en.wikipedia.org//wiki/Atul_Kulkarni_(actor_born_1965)"
"81","Auditya","https://en.wikipedia.org//wiki/Auditya"
"82","Avinash","https://en.wikipedia.org//wiki/Avinash"
"83","Ayushman Khurana","https://en.wikipedia.org//wiki/Ayushman_Khurana"
"84","B. C. Patil","https://en.wikipedia.org//wiki/B._C._Patil"
"85","B. R. Panthulu","https://en.wikipedia.org//wiki/B._R._Panthulu"
"86","Baburaj","https://en.wikipedia.org//wiki/Baburaj_(actor)"
"87","Babu Antony","https://en.wikipedia.org//wiki/Babu_Antony"
"88","Balakrishna","https://en.wikipedia.org//wiki/Balakrishna_(Kannada_actor)"
"89","Balakrishna Nandamuri","https://en.wikipedia.org//wiki/Balakrishna_Nandamuri"
"90","Balan K. Nair","https://en.wikipedia.org//wiki/Balan_K._Nair"
"91","Balraj Sahni","https://en.wikipedia.org//wiki/Balraj_Sahni"
"92","Bank Janardhan","https://en.wikipedia.org//wiki/Bank_Janardhan"
"93","Barun Sobti","https://en.wikipedia.org//wiki/Barun_Sobti"
"94","Benjamin Gilani","https://en.wikipedia.org//wiki/Benjamin_Gilani"
"95","Bhagwan Dada","https://en.wikipedia.org//wiki/Bhagwan_Dada"
"96","Bhanu Chander","https://en.wikipedia.org//wiki/Bhanu_Chander"
"97","Bharat Bhushan","https://en.wikipedia.org//wiki/Bharat_Bhushan"
"98","Bharat Jadhav","https://en.wikipedia.org//wiki/Bharat_Jadhav"
"99","Bharath","https://en.wikipedia.org//wiki/Bharath_(actor)"
"100","Bharath Gopi","https://en.wikipedia.org//wiki/Bharath_Gopi"
"101","Bharath Srinivasan","https://en.wikipedia.org//wiki/Bharath_Srinivasan"
"102","Bharathiraja","https://en.wikipedia.org//wiki/Bharathiraja"
"103","Bank Janardhan","https://en.wikipedia.org//wiki/Bank_Janardhan"
"104","Bijon Bhattacharya","https://en.wikipedia.org//wiki/Bijon_Bhattacharya"
"105","Bijoya Ray","https://en.wikipedia.org//wiki/Bijoya_Ray"
"106","Biju Menon","https://en.wikipedia.org//wiki/Biju_Menon"
"107","Biswajit Chatterjee","https://en.wikipedia.org//wiki/Biswajit_Chatterjee"
"108","Bob Christo","https://en.wikipedia.org//wiki/Bob_Christo"
"109","Bobby Darling","https://en.wikipedia.org//wiki/Bobby_Darling"
"110","Bobby Deol","https://en.wikipedia.org//wiki/Bobby_Deol"
"111","Bobby Kottarakkara","https://en.wikipedia.org//wiki/Bobby_Kottarakkara"
"112","Bobby Simha","https://en.wikipedia.org//wiki/Bobby_Simha"
"113","Boman Irani","https://en.wikipedia.org//wiki/Boman_Irani"
"114","Brahmanandam","https://en.wikipedia.org//wiki/Brahmanandam"
"115","Bullet Prakash","https://en.wikipedia.org//wiki/Bullet_Prakash"
"116","C. R. Simha","https://en.wikipedia.org//wiki/C._R._Simha"
"117","Chandra Mohan","https://en.wikipedia.org//wiki/Chandra_Mohan_(actor)"
"118","Chandrachur Singh","https://en.wikipedia.org//wiki/Chandrachur_Singh"
"119","Chandrashekhar","https://en.wikipedia.org//wiki/Chandrashekhar"
"120","Charan Raj","https://en.wikipedia.org//wiki/Charan_Raj"
"121","Charlie","https://en.wikipedia.org//wiki/Charlie_(actor)"
"122","Charu Hassan","https://en.wikipedia.org//wiki/Charu_Hassan"
"123","Chetan Chandra","https://en.wikipedia.org//wiki/Chetan_Chandra"
"124","Chetan Kumar","https://en.wikipedia.org//wiki/Chetan_Kumar"
"125","Chhabi Biswas","https://en.wikipedia.org//wiki/Chhabi_Biswas"
"126","Chi. Guru Dutt","https://en.wikipedia.org//wiki/Chi._Guru_Dutt"
"127","Chinni Jayanth","https://en.wikipedia.org//wiki/Chinni_Jayanth"
"128","Chikkanna","https://en.wikipedia.org//wiki/Chikkanna"
"129","Chiranjeevi Konidala","https://en.wikipedia.org//wiki/Chiranjeevi"
"130","Chiranjeevi Sarja","https://en.wikipedia.org//wiki/Chiranjeevi_Sarja"
"131","Chittor V. Nagaiah","https://en.wikipedia.org//wiki/Chittor_V._Nagaiah"
"132","Chunky Pandey","https://en.wikipedia.org//wiki/Chunky_Pandey"
"133","Crazy Mohan","https://en.wikipedia.org//wiki/Crazy_Mohan"
"134","Cyrus Sahukar","https://en.wikipedia.org//wiki/Cyrus_Sahukar"
"135","Dada Kondke","https://en.wikipedia.org//wiki/Dada_Kondke"
"136","Dalip Tahil","https://en.wikipedia.org//wiki/Dalip_Tahil"
"137","Danny Denzongpa","https://en.wikipedia.org//wiki/Danny_Denzongpa"
"138","Dara Singh","https://en.wikipedia.org//wiki/Dara_Singh"
"139","Darshan","https://en.wikipedia.org//wiki/Darshan_(actor)"
"140","Darsheel Safary","https://en.wikipedia.org//wiki/Darsheel_Safary"
"141","Dattatreya","https://en.wikipedia.org//wiki/H._G._Dattatreya"
"142","David","https://en.wikipedia.org//wiki/David_Abraham_Cheulkar"
"143","Deepak Dobriyal","https://en.wikipedia.org//wiki/Deepak_Dobriyal"
"144","Deepak Tijori","https://en.wikipedia.org//wiki/Deepak_Tijori"
"145","Dev Adhikari","https://en.wikipedia.org//wiki/Dev_(actor)"
"146","Dev Anand","https://en.wikipedia.org//wiki/Dev_Anand"
"147","Dev Gill","https://en.wikipedia.org//wiki/Dev_Gill"
"148","Devan","https://en.wikipedia.org//wiki/Devan_(actor)"
"149","Devaraj","https://en.wikipedia.org//wiki/Devaraj"
"150","Deven Verma","https://en.wikipedia.org//wiki/Deven_Verma"
"151","Dharmavarapu Subramanyam","https://en.wikipedia.org//wiki/Dharmavarapu_Subramanyam"
"152","Dharmendra","https://en.wikipedia.org//wiki/Dharmendra"
"153","Dhanush","https://en.wikipedia.org//wiki/Dhanush"
"154","Dheerendra Gopal","https://en.wikipedia.org//wiki/Dheerendra_Gopal"
"155","Dhruva Sarja","https://en.wikipedia.org//wiki/Dhruva_Sarja"
"156","Diganth","https://en.wikipedia.org//wiki/Diganth"
"157","Dinesh","https://en.wikipedia.org//wiki/Attakathi_Dinesh"
"158","Dino Morea","https://en.wikipedia.org//wiki/Dino_Morea"
"159","Dileep","https://en.wikipedia.org//wiki/Dileep_(actor)"
"160","Dilip Kumar","https://en.wikipedia.org//wiki/Dilip_Kumar"
"161","Dilip Prabhavalkar","https://en.wikipedia.org//wiki/Dilip_Prabhavalkar"
"162","Doddanna","https://en.wikipedia.org//wiki/Doddanna"
"163","Dulquer Salmaan","https://en.wikipedia.org//wiki/Dulquer_Salmaan"
"164","Duniya Vijay","https://en.wikipedia.org//wiki/Duniya_Vijay"
"165","Dwarakish","https://en.wikipedia.org//wiki/Dwarakish"
"166","Emraan Hashmi","https://en.wikipedia.org//wiki/Emraan_Hashmi"
"167","Erick Avari","https://en.wikipedia.org//wiki/Erick_Avari"
"168","Fahadh Faasil","https://en.wikipedia.org//wiki/Fahadh_Faasil"
"169","Faisal Khan","https://en.wikipedia.org//wiki/Faisal_Khan"
"170","Fardeen Khan","https://en.wikipedia.org//wiki/Fardeen_Khan"
"171","Farhan Akhtar","https://en.wikipedia.org//wiki/Farhan_Akhtar"
"172","Farooq Sheikh","https://en.wikipedia.org//wiki/Farooq_Sheikh"
"173","Fawad Khan","https://en.wikipedia.org//wiki/Fawad_Khan"
"174","Feroz Khan","https://en.wikipedia.org//wiki/Feroz_Khan_(actor,_born_1939)"
"175","Fish Venkat","https://en.wikipedia.org//wiki/Fish_Venkat"
"176","G. K. Govinda Rao","https://en.wikipedia.org//wiki/G._K._Govinda_Rao"
"177","G. V. Iyer","https://en.wikipedia.org//wiki/G._V._Iyer"
"178","Ganesh","https://en.wikipedia.org//wiki/Ganesh_(actor)"
"179","Ganesh Venkatraman","https://en.wikipedia.org//wiki/Ganesh_Venkatraman"
"180","Gangadhar","https://en.wikipedia.org//wiki/Gangadhar_(Kannada_actor)"
"181","Gaurav Chanana","https://en.wikipedia.org//wiki/Gaurav_Chanana"
"182","Gautham Karthik","https://en.wikipedia.org//wiki/Gautham_Karthik"
"183","Gautham Menon","https://en.wikipedia.org//wiki/Gautham_Menon"
"184","Gavie Chahal","https://en.wikipedia.org//wiki/Gavie_Chahal"
"185","Gemini Ganesan","https://en.wikipedia.org//wiki/Gemini_Ganesan"
"186","Gireesh Sahedev","https://en.wikipedia.org//wiki/Gireesh_Sahedev"
"187","Giri Babu","https://en.wikipedia.org//wiki/Giri_Babu"
"188","Girish Karnad","https://en.wikipedia.org//wiki/Girish_Karnad"
"189","Girish Kumar Taurani","https://en.wikipedia.org//wiki/Girish_Kumar_Taurani"
"190","Githan Ramesh","https://en.wikipedia.org//wiki/Githan_Ramesh"
"191","Goundamani","https://en.wikipedia.org//wiki/Goundamani"
"192","Govinda","https://en.wikipedia.org//wiki/Govinda_(actor)"
"193","Gubbi Veeranna","https://en.wikipedia.org//wiki/Gubbi_Veeranna"
"194","Gulshan Devaiah","https://en.wikipedia.org//wiki/Gulshan_Devaiah"
"195","Gulshan Grover","https://en.wikipedia.org//wiki/Gulshan_Grover"
"196","Gummadi Venkateswara Rao","https://en.wikipedia.org//wiki/Gummadi_Venkateswara_Rao"
"197","Gurdas Maan","https://en.wikipedia.org//wiki/Gurdas_Maan"
"198","Guru Dutt","https://en.wikipedia.org//wiki/Guru_Dutt"
"199","Gurukiran","https://en.wikipedia.org//wiki/Gurukiran"
"200","Guruprasad","https://en.wikipedia.org//wiki/Guruprasad"
"201","Gopichand Lagadapati","https://en.wikipedia.org//wiki/Gopichand_Lagadapati"
"202","Hamsavardhan","https://en.wikipedia.org//wiki/Hamsavardhan"
"203","Harbhajan Mann","https://en.wikipedia.org//wiki/Harbhajan_Mann"
"204","Harikrishna Nandamuri","https://en.wikipedia.org//wiki/Harikrishna_Nandamuri"
"205","Harish Kumar","https://en.wikipedia.org//wiki/Harish_Kumar"
"206","Harish Raj","https://en.wikipedia.org//wiki/Harish_Raj"
"207","Harisree Ashokan","https://en.wikipedia.org//wiki/Harisree_Ashokan"
"208","Harman Baweja","https://en.wikipedia.org//wiki/Harman_Baweja"
"209","Harsh Mayar","https://en.wikipedia.org//wiki/Harsh_Mayar"
"210","Hiran Chatterjee","https://en.wikipedia.org//wiki/Hiran_Chatterjee"
"211","Hiten Paintal","https://en.wikipedia.org//wiki/Hiten_Paintal"
"212","Hrithik Roshan","https://en.wikipedia.org//wiki/Hrithik_Roshan"
"213","Himesh Reshammiya","https://en.wikipedia.org//wiki/Himesh_Reshammiya"
"214","Honnappa Bhagavathar","https://en.wikipedia.org//wiki/Honnappa_Bhagavathar"
"215","Hunsur Krishnamurthy","https://en.wikipedia.org//wiki/Hunsur_Krishnamurthy"
"216","I. S. Johar","https://en.wikipedia.org//wiki/I._S._Johar"
"217","Iftekar","https://en.wikipedia.org//wiki/Iftekar"
"218","Imran Hasnee","https://en.wikipedia.org//wiki/Imran_Hasnee"
"219","Imran Khan","https://en.wikipedia.org//wiki/Imran_Khan_(actor)"
"220","Indrajith Sukumaran","https://en.wikipedia.org//wiki/Indrajith_Sukumaran"
"221","Indrans","https://en.wikipedia.org//wiki/Indrans"
"222","Inderpal Singh","https://en.wikipedia.org//wiki/Inderpal_Singh"
"223","Innocent Vincent","https://en.wikipedia.org//wiki/Innocent_Vincent"
"224","Irrfan Khan","https://en.wikipedia.org//wiki/Irrfan_Khan"
"225","Inaamulhaq","https://en.wikipedia.org//wiki/Inaamulhaq"
"226","J. P. Chandrababu","https://en.wikipedia.org//wiki/J._P._Chandrababu"
"227","J. V. Somayajulu","https://en.wikipedia.org//wiki/J._V._Somayajulu"
"228","Jackie Shroff","https://en.wikipedia.org//wiki/Jackie_Shroff"
"229","Jagadish","https://en.wikipedia.org//wiki/Jagadish"
"230","Jagapati Babu","https://en.wikipedia.org//wiki/Jagapati_Babu"
"231","Jagathy Sreekumar","https://en.wikipedia.org//wiki/Jagathy_Sreekumar"
"232","Jagdeep","https://en.wikipedia.org//wiki/Jagdeep"
"233","Jagdish Raj","https://en.wikipedia.org//wiki/Jagdish_Raj"
"234","Jaggesh","https://en.wikipedia.org//wiki/Jaggesh"
"235","Jai","https://en.wikipedia.org//wiki/Jai_(actor)"
"236","Jaishankar","https://en.wikipedia.org//wiki/Jaishankar"
"237","Jai Akash","https://en.wikipedia.org//wiki/Jai_Akash"
"238","Jai Jagadish","https://en.wikipedia.org//wiki/Jai_Jagadish"
"239","Jaspal Bhatti","https://en.wikipedia.org//wiki/Jaspal_Bhatti"
"240","Jatin Bora","https://en.wikipedia.org//wiki/Jatin_Bora"
"241","Jaya Prakash Reddy","https://en.wikipedia.org//wiki/Jaya_Prakash_Reddy"
"242","Jayadev Mohan","https://en.wikipedia.org//wiki/Jayadev_Mohan"
"243","Jayam Ravi","https://en.wikipedia.org//wiki/Jayam_Ravi"
"244","Jayan","https://en.wikipedia.org//wiki/Jayan"
"245","Jayant","https://en.wikipedia.org//wiki/Jayant_(actor)"
"246","Jayaram","https://en.wikipedia.org//wiki/Jayaram"
"247","Jayram Karthik","https://en.wikipedia.org//wiki/Jayram_Karthik"
"248","Jayasurya","https://en.wikipedia.org//wiki/Jayasurya"
"249","Jeet","https://en.wikipedia.org//wiki/Jeet_(actor)"
"250","Jeetendra","https://en.wikipedia.org//wiki/Jeetendra"
"251","Jeeva","https://en.wikipedia.org//wiki/Jeeva_(Telugu_actor)"
"252","Jeevan","https://en.wikipedia.org//wiki/Jeevan_(actor)"
"253","Jhanak Shukla","https://en.wikipedia.org//wiki/Jhanak_Shukla"
"254","Jiiva","https://en.wikipedia.org//wiki/Jiiva"
"255","Jimmy Shergill","https://en.wikipedia.org//wiki/Jimmy_Shergill"
"256","John Abraham","https://en.wikipedia.org//wiki/John_Abraham_(actor)"
"257","Johnny Lever","https://en.wikipedia.org//wiki/Johnny_Lever"
"258","Johnny Walker","https://en.wikipedia.org//wiki/Johnny_Walker_(actor)"
"259","Joseph Vijay","https://en.wikipedia.org//wiki/Joseph_Vijay"
"260","Joy Mukherjee","https://en.wikipedia.org//wiki/Joy_Mukherjee"
